Puesto_de_Trabajo,Salario_Promedio_USD,Años_de_Experiencia,Nivel_Educativo,Indice_Exposicion_IA,Factor_Crecimiento_Tecnologico,Probabilidad_Automatizacion_2030,Categoria_Riesgo,Habilidad_1,Habilidad_2,Habilidad_3,Habilidad_4,Habilidad_5,Habilidad_6,Habilidad_7,Habilidad_8,Habilidad_9,Habilidad_10
Analista Financiero,116698,2,Bachillerato,0.69,0.63,0.42,Medio,0.36,0.8,0.28,0.21,0.96,0.01,1.0,0.68,0.83,0.29
Chef,40886,2,Bachillerato,0.74,1.33,0.6,Medio,0.14,0.75,0.77,0.66,0.77,0.85,0.61,0.09,0.49,0.08
Ingeniero de IA,78511,3,Bachillerato,0.41,0.57,0.14,Bajo,0.11,0.81,0.95,0.07,0.96,0.52,0.3,0.08,0.5,0.79
Ingeniero de IA,136127,5,Maestría,0.05,0.57,0.15,Bajo,0.3,0.23,0.28,0.8,0.93,0.41,0.91,0.32,0.48,0.23
Conductor de Camión,45592,29,Licenciatura,0.98,1.1,0.79,Alto,0.65,0.12,0.89,0.5,0.45,0.59,0.62,0.07,0.68,0.24
Guardia de Seguridad,134859,13,Maestría,0.82,1.3,0.84,Alto,0.52,0.14,0.78,0.27,0.5,0.28,0.13,0.63,0.05,0.75
Enfermero/a,119678,24,Bachillerato,0.0,1.01,0.06,Bajo,0.28,0.71,0.06,0.84,0.0,0.25,0.74,0.32,0.1,0.36
Investigador UX,62402,8,Maestría,0.84,0.81,0.62,Medio,0.89,0.43,0.91,0.38,0.96,0.09,0.69,0.49,0.39,0.63
Mecánico,53478,9,Licenciatura,0.14,0.75,0.65,Medio,0.18,0.28,0.13,0.68,0.94,0.27,0.48,0.63,1.0,0.1
Abogado,52005,15,Licenciatura,0.39,1.37,0.49,Medio,0.11,0.63,0.77,0.0,0.86,0.19,0.55,0.42,0.72,0.37
Guardia de Seguridad,82389,10,Licenciatura,0.73,1.15,0.9,Alto,0.75,0.04,0.39,0.93,0.13,0.74,0.97,0.05,0.68,0.47
Chef,84336,3,Bachillerato,0.09,0.54,0.57,Medio,0.82,0.78,0.54,0.1,0.69,0.24,0.91,0.84,0.71,0.95
Analista Financiero,112594,24,Bachillerato,0.74,0.83,0.66,Medio,0.27,0.72,0.88,0.04,0.4,0.76,0.45,0.27,0.22,0.13
Guardia de Seguridad,85243,26,Licenciatura,0.58,0.58,0.8,Alto,0.37,0.18,0.44,0.33,0.34,0.74,0.22,0.64,0.57,0.57
Investigador UX,85668,3,Maestría,0.55,1.38,0.57,Medio,0.55,0.83,0.61,0.29,0.21,0.15,0.9,0.71,0.94,0.6
Ingeniero de Software,82428,14,Licenciatura,0.06,1.17,0.53,Medio,0.99,0.24,0.53,0.65,0.64,0.56,0.78,0.2,0.73,0.62
Científico de Datos,107240,25,Licenciatura,0.85,0.82,0.41,Medio,0.98,0.53,0.91,0.16,0.64,0.81,0.95,0.34,0.72,0.54
Investigador UX,120270,8,Maestría,0.69,1.19,0.67,Medio,0.5,0.23,0.04,0.42,0.3,0.76,0.35,0.95,0.96,0.62
Ingeniero de IA,74605,21,Maestría,0.76,1.05,0.1,Bajo,0.46,0.56,0.86,0.48,0.9,0.67,0.14,0.99,0.53,0.39
Investigador UX,140059,5,Licenciatura,0.11,1.14,0.5,Medio,0.41,0.95,0.52,0.22,0.46,0.92,0.18,0.21,0.01,0.01
Mecánico,96155,18,Licenciatura,0.73,0.86,0.58,Medio,0.4,0.95,0.97,0.39,0.85,0.77,0.31,0.23,0.46,0.78
Obrero de Construcción,131971,23,Maestría,0.76,1.36,0.85,Alto,0.84,0.78,0.38,0.55,0.8,0.05,0.81,0.18,0.51,0.81
Maestro,57413,4,Bachillerato,0.25,0.9,0.27,Bajo,0.0,0.9,0.15,0.99,0.95,0.49,0.51,0.48,0.64,0.09
Ingeniero de Software,138125,2,Licenciatura,0.06,0.94,0.41,Medio,0.62,0.99,0.39,0.57,0.42,0.85,0.9,0.88,0.97,0.03
Especialista en RRHH,42602,10,Doctorado,0.75,0.73,0.68,Medio,0.15,0.68,0.22,0.43,0.72,0.56,0.43,0.33,0.84,0.14
Científico Investigador,110070,14,Maestría,0.9,1.35,0.15,Bajo,0.76,0.82,0.89,0.54,0.2,0.26,0.3,0.59,0.03,0.64
Investigador UX,50954,3,Maestría,0.3,1.38,0.48,Medio,0.1,0.83,0.05,0.73,0.77,0.35,0.82,0.52,0.46,0.05
Soporte al Cliente,118691,22,Doctorado,0.93,0.89,0.84,Alto,0.53,0.59,0.06,0.36,0.72,0.2,0.2,0.01,0.44,0.88
Abogado,120453,14,Licenciatura,0.19,0.81,0.59,Medio,0.64,0.42,0.76,0.61,0.9,0.82,0.25,0.27,0.13,0.34
Ingeniero de Software,37214,21,Doctorado,0.41,0.72,0.6,Medio,0.54,0.15,0.38,0.41,0.75,0.02,0.27,0.52,0.27,0.63
Científico Investigador,139269,24,Bachillerato,0.36,1.45,0.21,Bajo,0.13,0.56,0.78,0.71,0.17,0.97,0.45,0.16,0.18,0.1
Obrero de Construcción,119285,0,Doctorado,0.12,0.63,0.91,Alto,0.34,0.03,0.05,0.14,0.21,0.67,0.16,0.12,0.76,0.67
Científico Investigador,122268,22,Licenciatura,0.55,0.81,0.17,Bajo,0.51,0.39,0.91,0.02,0.78,0.12,0.8,0.62,0.84,0.1
Soporte al Cliente,118791,26,Licenciatura,0.5,1.21,0.83,Alto,0.54,0.43,0.31,0.48,0.12,0.96,0.71,0.95,0.23,0.88
Soporte al Cliente,86408,19,Bachillerato,0.68,1.13,0.78,Alto,0.82,0.5,0.07,0.31,0.94,0.85,0.98,0.63,0.25,0.16
Analista Financiero,136464,16,Doctorado,0.02,0.89,0.38,Medio,0.41,0.93,0.43,0.88,0.61,0.25,0.36,0.08,0.33,0.68
Diseñador Gráfico,56049,29,Licenciatura,0.37,1.44,0.56,Medio,0.67,0.63,0.2,0.42,0.75,0.1,0.28,0.28,0.43,0.98
Diseñador Gráfico,84845,28,Doctorado,0.98,0.6,0.52,Medio,0.98,0.56,0.19,0.58,0.2,0.52,0.07,0.61,0.52,0.74
Diseñador Gráfico,133937,27,Maestría,0.55,1.19,0.36,Medio,0.6,0.17,0.93,0.07,0.43,0.7,0.46,0.09,0.55,0.64
Ingeniero de IA,143557,2,Bachillerato,0.37,1.06,0.16,Bajo,0.67,0.58,0.53,0.25,0.0,0.17,0.12,0.45,0.61,0.21
Científico de Datos,32994,15,Doctorado,0.01,1.27,0.55,Medio,0.37,0.05,0.63,0.39,0.94,0.54,0.94,0.22,0.73,0.62
Conductor de Camión,54351,5,Doctorado,0.98,0.6,0.7,Medio,0.43,0.09,0.75,0.91,0.43,0.26,0.43,0.72,0.01,0.59
Maestro,74816,10,Maestría,0.64,0.74,0.23,Bajo,0.09,0.2,0.88,0.74,0.01,0.25,0.21,0.27,0.25,0.06
Analista Financiero,103788,17,Licenciatura,0.73,1.11,0.57,Medio,0.08,0.95,0.84,0.81,0.82,0.93,0.54,0.2,0.62,0.74
Maestro,40103,26,Licenciatura,0.52,0.57,0.14,Bajo,0.92,0.58,0.54,0.27,0.37,0.9,0.67,0.79,0.45,0.63
Gerente de Marketing,34458,26,Bachillerato,0.71,0.93,0.48,Medio,0.65,0.94,0.06,0.82,0.29,0.44,0.02,0.3,0.5,0.06
Obrero de Construcción,59493,23,Licenciatura,0.93,0.61,0.89,Alto,0.41,0.66,0.26,0.16,0.16,0.07,0.19,0.66,0.88,0.81
Científico de Datos,93059,18,Bachillerato,0.11,0.79,0.42,Medio,0.25,0.52,0.54,0.36,0.35,0.83,0.79,0.31,0.91,0.95
Diseñador Gráfico,121683,13,Doctorado,0.35,1.01,0.68,Medio,0.88,0.1,0.39,0.55,0.5,0.19,0.86,0.68,0.84,0.86
Abogado,46322,29,Doctorado,0.44,1.11,0.36,Medio,0.67,0.18,0.69,0.23,0.12,0.17,0.0,0.72,0.73,0.51
Ingeniero de Software,100293,21,Licenciatura,0.08,0.52,0.37,Medio,0.89,0.24,0.35,0.11,0.22,0.52,0.61,0.25,0.06,0.39
Conductor de Camión,79298,21,Licenciatura,0.22,1.46,0.85,Alto,0.56,0.42,0.43,0.54,0.7,0.7,0.17,0.5,0.41,0.87
Obrero de Construcción,73937,28,Doctorado,0.53,0.62,0.85,Alto,0.12,0.34,0.14,0.69,0.21,0.39,0.9,0.2,0.51,0.42
Abogado,146464,29,Bachillerato,0.79,0.57,0.49,Medio,0.56,0.63,0.69,0.25,0.01,0.72,0.54,0.84,0.82,0.84
Trabajador de Comercio,106274,11,Bachillerato,0.33,1.29,0.81,Alto,0.18,0.85,0.88,0.47,0.08,0.39,0.8,0.9,0.2,0.07
Chef,32581,5,Doctorado,0.39,1.04,0.69,Medio,0.07,0.65,0.07,0.38,0.8,0.43,1.0,0.56,0.32,0.22
Conductor de Camión,142309,13,Maestría,0.37,0.57,0.79,Alto,0.46,0.72,0.66,0.71,0.01,0.22,0.66,0.48,0.01,0.8
Gerente de Marketing,85612,23,Bachillerato,0.55,0.57,0.61,Medio,0.58,0.78,0.75,0.8,0.52,0.14,0.67,0.62,0.74,0.17
Conductor de Camión,65710,27,Licenciatura,0.39,0.66,0.76,Alto,0.61,0.43,0.77,0.85,0.54,0.76,0.31,0.41,0.71,0.39
Guardia de Seguridad,46999,26,Maestría,0.19,1.1,0.92,Alto,0.87,0.72,0.75,0.56,0.58,0.13,0.44,0.45,0.96,0.43
Soporte al Cliente,142701,5,Doctorado,0.53,1.14,0.89,Alto,0.23,0.53,0.83,0.46,0.28,0.65,0.82,0.06,0.78,0.82
Maestro,54031,22,Doctorado,0.98,1.29,0.24,Bajo,0.75,0.15,0.22,0.46,0.26,0.42,0.89,0.82,0.63,0.86
Ingeniero de Software,115679,5,Doctorado,0.43,0.7,0.51,Medio,0.74,0.44,0.67,0.09,0.75,0.81,0.71,0.97,0.83,0.9
Mecánico,63724,26,Doctorado,0.81,1.36,0.7,Medio,0.24,0.04,0.41,0.13,0.02,0.36,0.78,0.57,0.31,0.65
Investigador UX,131154,21,Maestría,0.01,1.26,0.55,Medio,0.76,0.04,0.84,0.62,0.56,0.62,0.86,0.59,0.58,0.99
Mecánico,100014,18,Licenciatura,0.44,1.21,0.46,Medio,0.23,0.6,0.93,0.93,0.34,0.53,0.21,1.0,0.98,0.65
Enfermero/a,35232,9,Bachillerato,0.72,1.09,0.06,Bajo,0.45,0.67,0.68,0.37,0.94,0.17,0.5,0.69,0.7,0.65
Diseñador Gráfico,114425,21,Doctorado,0.16,1.14,0.54,Medio,0.18,0.71,0.46,0.67,0.84,0.17,0.02,0.78,0.61,0.7
Científico Investigador,116795,7,Bachillerato,0.8,1.46,0.18,Bajo,0.49,0.4,0.15,0.57,0.28,0.92,0.58,0.59,0.35,0.05
Soporte al Cliente,53559,28,Licenciatura,0.42,0.58,0.85,Alto,0.88,0.88,0.66,0.21,0.86,0.89,0.2,0.74,0.29,0.8
Obrero de Construcción,94418,18,Maestría,0.03,1.4,0.86,Alto,0.97,0.47,0.85,0.06,0.34,0.07,0.98,0.82,0.85,0.94
Científico de Datos,117954,13,Doctorado,0.39,0.57,0.38,Medio,0.23,0.47,0.27,0.1,0.17,0.15,0.97,0.76,0.97,0.44
Mecánico,105831,22,Maestría,0.8,0.83,0.42,Medio,0.23,0.13,0.26,0.36,0.67,0.06,0.21,0.81,0.15,0.34
Especialista en RRHH,48814,23,Licenciatura,0.15,0.58,0.49,Medio,0.3,0.56,0.8,0.14,0.58,0.51,0.14,0.62,0.27,0.49
Científico Investigador,147904,0,Bachillerato,0.46,0.81,0.26,Bajo,0.06,0.42,0.46,0.73,0.57,0.67,0.78,0.86,0.31,0.54
Chef,116694,12,Bachillerato,0.99,1.39,0.45,Medio,0.2,0.49,0.74,0.49,0.48,0.84,0.36,0.86,0.41,0.33
Guardia de Seguridad,74739,26,Bachillerato,0.76,0.63,0.75,Alto,0.95,0.18,0.57,0.58,0.49,0.64,0.23,0.55,0.37,0.66
Ingeniero de IA,110357,5,Bachillerato,0.85,0.67,0.26,Bajo,0.49,0.41,0.9,0.6,0.58,0.56,0.37,0.79,0.25,0.94
Abogado,44079,26,Bachillerato,0.34,1.23,0.53,Medio,0.34,0.99,0.03,0.25,0.52,0.52,0.59,0.75,0.62,0.6
Investigador UX,103648,19,Licenciatura,0.38,0.73,0.41,Medio,0.55,0.2,0.29,0.24,0.95,0.94,0.61,0.92,0.79,0.59
Investigador UX,143892,16,Maestría,0.77,1.2,0.55,Medio,0.76,0.51,0.7,0.94,0.38,0.71,0.48,0.67,0.76,0.05
Científico de Datos,135296,7,Bachillerato,0.23,1.17,0.49,Medio,0.77,0.12,0.63,0.28,0.85,0.93,1.0,0.8,0.75,0.22
Trabajador de Comercio,66639,14,Maestría,0.47,1.27,0.93,Alto,0.19,0.92,0.7,0.61,0.2,0.06,0.57,0.65,0.21,0.56
Diseñador Gráfico,105476,20,Licenciatura,0.84,1.43,0.45,Medio,0.32,0.75,0.43,0.09,0.28,0.42,0.29,0.33,0.29,0.04
Investigador UX,71830,27,Maestría,0.6,1.15,0.38,Medio,0.3,0.62,0.6,0.51,0.35,0.91,0.34,0.46,0.68,0.54
Ingeniero de Software,129555,22,Bachillerato,0.44,1.29,0.41,Medio,0.14,0.31,0.85,0.09,0.99,0.54,0.98,0.94,0.45,0.2
Especialista en RRHH,91576,14,Doctorado,0.16,1.1,0.36,Medio,0.97,0.45,0.5,0.25,0.47,0.66,0.75,0.75,0.58,0.9
Científico de Datos,137524,2,Doctorado,0.76,0.56,0.3,Bajo,0.21,0.66,0.41,0.4,0.88,0.9,0.91,0.31,0.69,0.27
Trabajador de Comercio,148360,1,Bachillerato,0.18,0.84,0.81,Alto,0.83,0.12,0.73,0.53,0.29,0.49,0.3,0.6,0.43,0.16
Científico Investigador,55464,25,Doctorado,0.55,1.4,0.14,Bajo,0.73,0.66,0.93,0.82,0.57,0.66,0.9,0.4,0.33,0.01
Científico de Datos,85798,10,Bachillerato,0.8,0.6,0.53,Medio,0.46,0.12,0.98,0.21,0.07,0.59,0.74,0.03,0.66,0.53
Científico Investigador,133243,6,Maestría,0.17,1.07,0.12,Bajo,0.94,0.82,0.98,0.26,0.97,0.43,0.35,0.05,0.05,0.69
Ingeniero de IA,84710,21,Licenciatura,0.23,1.11,0.11,Bajo,0.58,0.36,0.82,0.82,0.48,0.35,0.36,0.81,0.33,0.21
Investigador UX,38848,5,Doctorado,0.47,0.98,0.64,Medio,0.22,0.38,0.81,0.82,0.38,0.46,0.3,0.93,0.12,0.93
Maestro,95942,24,Maestría,0.6,1.44,0.13,Bajo,0.25,0.65,0.62,0.33,0.93,0.84,0.22,0.24,0.51,0.77
Diseñador Gráfico,45086,11,Bachillerato,0.69,1.15,0.39,Medio,0.68,0.94,0.05,0.32,0.44,0.9,0.96,0.44,0.75,0.53
Médico,39343,13,Doctorado,0.28,0.72,0.12,Bajo,0.56,0.03,0.91,0.16,0.22,0.52,0.71,0.1,0.32,0.97
Gerente de Marketing,89550,8,Licenciatura,0.31,1.34,0.32,Medio,0.46,0.38,0.32,0.29,0.09,0.31,0.04,0.78,0.4,0.44
Diseñador Gráfico,70317,12,Bachillerato,0.66,0.51,0.68,Medio,0.24,0.11,0.77,0.5,0.43,0.25,0.55,0.27,0.9,0.22
Analista Financiero,102055,26,Licenciatura,0.56,1.33,0.59,Medio,0.7,0.32,0.23,0.21,0.86,0.82,0.44,0.13,0.38,0.62
Científico de Datos,145660,26,Bachillerato,0.78,1.5,0.38,Medio,0.46,0.43,0.3,0.2,0.07,0.89,0.42,0.5,0.92,0.78
Científico de Datos,64785,12,Bachillerato,0.57,0.94,0.62,Medio,0.72,0.69,0.34,0.8,0.05,0.16,0.34,0.08,0.23,0.83
Diseñador Gráfico,70149,12,Maestría,0.3,0.76,0.41,Medio,0.28,0.04,0.93,0.21,0.42,0.01,0.86,0.73,0.95,0.78
Mecánico,100122,14,Doctorado,0.25,1.2,0.45,Medio,0.57,0.01,0.06,0.54,0.57,0.75,0.13,0.51,0.19,0.09
Especialista en RRHH,46524,29,Bachillerato,0.16,0.72,0.43,Medio,0.26,0.09,0.09,0.19,0.05,0.63,0.29,0.28,0.33,0.66
Mecánico,82347,28,Maestría,0.44,0.83,0.46,Medio,0.53,0.16,0.57,0.81,0.76,0.15,0.15,0.27,0.36,0.41
Científico Investigador,71743,17,Doctorado,0.06,0.53,0.15,Bajo,0.7,0.19,0.64,0.26,0.89,0.9,0.3,0.23,0.41,0.24
Especialista en RRHH,118302,14,Bachillerato,0.83,1.17,0.63,Medio,0.4,0.16,0.74,0.36,0.67,0.27,0.08,0.99,0.16,0.99
Analista Financiero,96706,9,Doctorado,0.79,1.16,0.53,Medio,0.87,0.29,0.47,0.62,0.41,0.43,0.33,0.56,0.85,0.2
Diseñador Gráfico,95780,10,Maestría,0.28,0.63,0.34,Medio,0.6,0.52,0.25,0.47,0.49,0.2,0.65,0.78,0.79,0.6
Ingeniero de Software,78899,11,Maestría,0.06,0.79,0.34,Medio,0.96,0.14,0.15,0.89,0.94,0.77,0.01,0.0,0.38,0.14
Chef,92559,28,Bachillerato,0.46,1.44,0.43,Medio,0.66,0.65,0.25,0.65,0.21,0.12,0.7,0.11,1.0,0.18
Guardia de Seguridad,140168,1,Doctorado,0.41,0.63,0.71,Alto,0.62,0.81,0.84,0.48,0.78,0.67,0.72,0.49,0.63,0.81
Ingeniero de Software,143857,28,Bachillerato,0.81,1.09,0.37,Medio,0.02,0.36,0.55,0.84,0.13,0.8,0.86,0.15,0.85,0.99
Soporte al Cliente,37189,13,Bachillerato,0.78,1.49,0.85,Alto,0.31,0.84,0.61,0.58,0.25,0.76,0.08,0.92,0.33,0.13
Mecánico,91158,13,Bachillerato,0.73,0.82,0.57,Medio,0.56,0.34,0.13,0.09,0.83,0.92,0.65,0.1,0.4,0.73
Obrero de Construcción,52394,13,Doctorado,0.12,0.5,0.88,Alto,0.36,0.25,0.01,0.54,0.85,0.96,0.57,0.51,0.09,0.55
Enfermero/a,50245,1,Licenciatura,0.61,0.89,0.11,Bajo,0.09,0.31,0.1,0.18,0.99,0.44,0.53,0.87,1.0,0.58
Diseñador Gráfico,48624,25,Bachillerato,0.48,0.82,0.5,Medio,0.86,0.59,0.69,0.36,0.74,0.67,0.12,0.57,0.26,0.8
Ingeniero de IA,46626,21,Doctorado,0.99,0.59,0.25,Bajo,0.67,0.77,0.31,0.49,0.8,0.23,0.23,0.55,0.52,0.28
Maestro,74950,10,Licenciatura,0.28,1.27,0.21,Bajo,0.83,0.98,0.47,0.07,0.05,0.3,0.93,0.52,0.27,0.4
Obrero de Construcción,130211,5,Licenciatura,0.65,0.65,0.94,Alto,0.54,0.14,0.89,0.07,0.91,1.0,0.7,0.77,0.34,0.94
Chef,117460,13,Bachillerato,0.73,1.42,0.69,Medio,0.83,0.3,0.97,0.63,0.93,0.68,0.31,0.37,0.55,0.79
Conductor de Camión,115489,27,Maestría,0.58,0.85,0.9,Alto,0.47,0.08,0.17,0.06,0.5,0.11,0.11,0.94,0.87,0.45
Ingeniero de Software,143880,18,Maestría,0.0,1.11,0.55,Medio,0.46,0.4,0.46,0.41,0.73,0.14,0.2,0.18,0.26,0.53
Guardia de Seguridad,41569,5,Bachillerato,0.87,0.8,0.74,Alto,0.68,0.04,0.62,0.7,0.21,0.04,0.36,0.1,0.12,0.25
Investigador UX,147027,17,Licenciatura,0.53,1.18,0.54,Medio,0.15,0.17,0.88,0.56,0.87,0.37,0.61,0.52,0.32,0.47
Soporte al Cliente,111384,3,Maestría,0.2,0.82,0.9,Alto,0.92,0.36,0.31,0.2,0.68,0.32,0.99,0.33,0.39,0.6
Diseñador Gráfico,107463,21,Doctorado,0.47,0.92,0.7,Medio,0.01,0.9,0.15,0.79,0.62,0.34,0.87,0.01,0.23,0.57
Mecánico,74148,14,Doctorado,0.61,0.52,0.35,Medio,0.13,0.19,0.46,0.75,0.91,0.84,0.2,0.44,0.2,0.26
Trabajador de Comercio,59793,28,Doctorado,0.07,0.72,0.93,Alto,0.47,0.45,0.01,0.25,0.87,0.16,0.42,0.01,0.48,0.02
Gerente de Marketing,102095,4,Maestría,0.6,1.26,0.51,Medio,0.23,0.67,0.08,0.44,0.16,0.18,0.2,0.39,0.05,0.4
Médico,112508,28,Maestría,0.48,0.88,0.26,Bajo,0.15,0.51,0.06,0.07,0.57,0.57,0.88,0.56,0.96,0.05
Ingeniero de Software,97598,6,Bachillerato,0.04,0.69,0.52,Medio,0.65,0.05,0.95,0.84,0.3,0.08,0.17,0.13,0.12,0.52
Especialista en RRHH,98472,22,Licenciatura,0.99,1.18,0.68,Medio,0.14,0.38,0.55,0.08,0.0,0.67,0.64,0.41,0.49,0.42
Analista Financiero,108291,27,Doctorado,0.34,0.68,0.34,Medio,0.96,0.6,0.73,0.32,0.39,0.24,0.1,0.18,0.8,0.68
Especialista en RRHH,130342,12,Licenciatura,0.48,1.42,0.33,Medio,0.28,0.35,0.78,0.99,0.24,0.87,0.83,0.22,0.4,0.41
Maestro,73894,21,Licenciatura,0.18,1.3,0.13,Bajo,0.73,0.42,0.58,0.83,0.8,0.87,0.06,0.69,0.14,0.42
Chef,49023,5,Maestría,0.4,1.02,0.7,Medio,0.14,0.68,0.4,0.13,0.16,0.95,0.88,0.91,0.99,0.21
Ingeniero de IA,34758,18,Doctorado,0.67,0.98,0.15,Bajo,0.36,0.59,0.58,0.16,0.47,0.55,0.57,0.21,0.74,0.03
Soporte al Cliente,47065,6,Licenciatura,0.78,1.06,0.77,Alto,0.69,0.57,0.8,0.74,0.61,0.49,0.13,0.26,0.42,0.6
Científico Investigador,53464,1,Doctorado,0.29,0.51,0.17,Bajo,0.29,0.73,0.02,0.58,0.94,0.17,0.47,0.09,0.63,0.55
Investigador UX,102572,23,Bachillerato,0.52,1.4,0.38,Medio,0.02,0.86,0.58,0.89,0.6,0.81,0.43,0.75,0.91,0.57
Obrero de Construcción,67344,1,Bachillerato,0.18,1.29,0.8,Alto,0.44,0.59,0.59,0.07,0.83,0.18,0.72,0.77,0.71,0.58
Conductor de Camión,122759,19,Doctorado,0.36,1.1,0.8,Alto,0.86,0.31,0.29,0.27,0.33,0.56,0.71,0.66,0.81,0.89
Soporte al Cliente,66444,12,Maestría,0.02,1.24,0.75,Alto,0.13,0.64,0.32,0.06,0.14,0.0,0.9,0.02,0.21,0.42
Ingeniero de Software,46932,9,Doctorado,0.91,0.54,0.5,Medio,0.68,0.93,0.62,0.8,0.08,0.39,0.37,0.89,0.15,0.15
Científico Investigador,55363,11,Licenciatura,0.05,0.68,0.29,Bajo,0.43,0.63,0.73,0.37,0.15,0.21,0.31,0.64,0.4,0.01
Médico,30893,14,Doctorado,0.92,1.31,0.26,Bajo,0.8,0.32,0.77,0.14,0.66,0.64,0.03,0.79,0.9,0.27
Diseñador Gráfico,84962,7,Bachillerato,0.08,1.1,0.49,Medio,0.55,0.93,0.87,0.79,0.27,0.91,0.1,0.85,0.33,0.05
Mecánico,94173,23,Licenciatura,0.23,0.74,0.42,Medio,0.06,0.18,0.01,0.45,0.08,0.68,0.24,0.94,0.87,0.29
Científico Investigador,82949,26,Licenciatura,0.8,1.49,0.2,Bajo,0.08,0.65,0.62,0.64,0.31,0.86,0.96,0.22,0.09,0.19
Obrero de Construcción,141738,10,Maestría,0.68,1.14,0.8,Alto,0.58,0.31,0.48,0.79,0.98,0.93,0.93,0.4,0.47,0.71
Científico Investigador,80492,16,Bachillerato,0.3,0.64,0.2,Bajo,0.31,0.33,0.07,0.35,0.86,0.23,0.7,0.63,0.86,0.13
Mecánico,117527,28,Doctorado,0.14,0.51,0.52,Medio,0.98,0.37,0.36,0.34,0.52,0.44,0.88,0.51,0.51,0.14
Maestro,83639,26,Licenciatura,0.25,0.57,0.22,Bajo,0.6,0.42,0.42,0.79,0.2,0.82,0.65,0.42,0.46,0.26
Científico de Datos,66993,3,Bachillerato,0.51,0.82,0.54,Medio,1.0,0.44,0.92,0.35,0.05,0.2,0.42,0.22,0.0,0.92
Guardia de Seguridad,61551,21,Licenciatura,0.74,0.67,0.73,Alto,0.07,0.72,0.93,0.43,0.12,0.51,0.35,0.37,0.62,0.72
Científico Investigador,63896,22,Licenciatura,0.04,1.49,0.11,Bajo,0.05,0.19,0.04,0.39,0.8,0.34,0.44,0.68,0.51,0.86
Soporte al Cliente,63686,21,Bachillerato,0.01,1.28,0.82,Alto,0.99,0.48,0.99,0.75,0.25,0.54,0.99,0.86,0.1,0.71
Chef,147256,26,Licenciatura,0.33,1.45,0.35,Medio,0.02,0.9,0.07,0.99,0.95,0.14,0.54,0.18,0.43,0.06
Obrero de Construcción,103531,2,Maestría,0.36,0.94,0.94,Alto,0.81,0.74,0.54,0.84,0.34,0.71,0.99,0.31,0.67,0.84
Abogado,53991,21,Doctorado,0.72,0.78,0.43,Medio,0.02,0.76,0.04,0.86,0.12,0.17,0.48,0.74,0.14,0.44
Abogado,39269,7,Bachillerato,0.21,0.62,0.63,Medio,0.5,0.01,0.8,0.98,0.61,0.5,0.88,0.95,0.75,0.45
Analista Financiero,149391,18,Licenciatura,0.7,0.69,0.48,Medio,0.83,0.65,0.41,0.66,0.12,0.4,0.79,0.22,0.19,0.95
Ingeniero de IA,124598,14,Maestría,0.95,0.85,0.06,Bajo,0.18,0.39,0.95,0.14,0.76,0.11,0.98,0.38,0.78,0.34
Trabajador de Comercio,89470,2,Doctorado,0.19,0.65,0.93,Alto,0.92,0.89,0.63,0.81,0.07,0.33,0.31,0.64,0.36,0.15
Trabajador de Comercio,34321,29,Licenciatura,0.81,0.88,0.73,Alto,0.2,0.24,0.3,0.64,0.6,0.7,0.36,0.82,0.2,0.47
Diseñador Gráfico,50977,25,Doctorado,0.18,0.61,0.65,Medio,0.34,0.68,0.03,0.69,0.32,0.06,0.61,0.24,0.39,0.08
Conductor de Camión,62167,13,Bachillerato,0.3,0.59,0.93,Alto,0.01,0.48,0.12,0.31,0.93,0.16,0.97,0.21,0.74,0.55
Soporte al Cliente,108518,28,Doctorado,0.55,1.03,0.75,Alto,0.17,0.92,0.33,0.37,0.76,0.34,0.95,0.74,0.6,0.88
Investigador UX,93752,12,Licenciatura,0.26,0.97,0.39,Medio,0.74,0.92,0.42,0.34,0.96,0.44,0.49,0.35,0.91,0.57
Guardia de Seguridad,77691,16,Licenciatura,0.31,1.23,0.9,Alto,0.83,0.99,0.79,0.6,0.34,0.54,0.04,0.74,0.45,0.02
Médico,59813,15,Licenciatura,0.39,1.08,0.17,Bajo,0.62,0.48,0.66,0.22,0.11,0.6,0.48,0.03,0.38,0.11
Diseñador Gráfico,95603,28,Maestría,0.4,1.11,0.62,Medio,0.3,0.96,0.54,0.62,0.68,0.67,0.51,0.43,0.05,0.02
Diseñador Gráfico,118150,14,Maestría,0.33,0.89,0.36,Medio,0.74,0.86,0.94,0.49,0.7,0.86,0.42,0.31,0.94,0.52
Conductor de Camión,31996,3,Licenciatura,0.12,0.83,0.9,Alto,0.6,0.39,0.47,0.85,0.34,0.87,0.09,0.78,0.85,0.18
Obrero de Construcción,108015,2,Licenciatura,0.17,1.21,0.83,Alto,0.64,0.2,0.21,0.04,0.32,0.56,0.86,0.67,0.44,0.95
Chef,59709,9,Licenciatura,0.93,1.03,0.4,Medio,0.05,0.73,0.12,0.3,0.53,0.56,0.6,0.17,0.38,0.62
Ingeniero de Software,33203,17,Bachillerato,0.73,1.42,0.6,Medio,0.59,0.19,0.67,0.62,0.6,0.49,0.53,0.33,0.52,0.2
Gerente de Marketing,39327,7,Doctorado,0.77,0.89,0.5,Medio,0.86,0.75,0.81,0.14,0.07,0.89,0.39,0.29,0.72,0.84
